GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,EMPSMAO,EMPSMAO_S,EMPAVPW,PAYABENT,PAYANN,BENEFIT,BENEFIT_S,PAYANPW,HRSTOTM,CSTMTOT,CSTMTOT_S,CSTMPRT,CSTRSL,CSTCNT,CSTFU,CSTFU_S,FUELECT,ELECPCH,CSTELEC,CSTELEC_S,ELECGEN,ELECSLD,VALADDM,VALADDM_S,RCPTOT,RCPTOT_S,RCPTPLM,MSCTOT,MSCRSLTT,MSCCNTTT,MSCOTH,RCPTRAN,INVTOTE,INVTOTE_S,INVFINE,INVFINE_S,INVWIPE,INVWIPE_S,INVMATE,INVMATE_S,INVTOTB,INVFINB,INVWIPB,INVMATB,CEXTOT,CEXTOT_S,CEXBLD,CEXMCH,CEXMCHA,CEXMCHC,CEXMCHO
Geographic identifier code,Id2,Geographic area name,Id,NAICS-based,Meaning of NAICS-based,Id,Year,Number of employees,Relative standard error of number of employees,"Production workers, average per year","Total compensation ($1,000)","Annual payroll ($1,000)",Total fringe benefits,Relative standard error of total fringe benefits (percent),"Production workers wages ($1,000)","Production workers hours (1,000)","Total cost of materials ($1,000)","Relative standard error of total cost of materials ($1,000)","Materials, parts, containers, packaging, etc. used ($1,000)","Cost of resales ($1,000)","Contract work ($1,000)","Purchased fuels consumed ($1,000)",Relative standard error of estimate for cost of purchased fuels (percent),"Cost of purchased fuels and electric energy ($1,000)","Quantity of electricity purchased for heat and power (1,000 kWh)","Purchased electricity ($1,000)",Relative standard error of estimate for cost of electricity purchased for heat and power (percent),"Quantity of generated electricity (1,000 kWh)","Quantity of electricity sold or transferred (1,000 kWh)","Value added ($1,000)",Relative standard error of value added,"Total value of shipments ($1,000)",Relative standard error of estimate for total value of shipments (percent),"Value of product shipments ($1,000)","Total miscellaneous receipts ($1,000)","Value of resales ($1,000)","Contract receipts ($1,000)","Other miscellaneous receipts ($1,000)","Value of interplant transfers ($1,000)","Total inventories, end of year ($1,000)",Relative standard error of estimate for total end of year inventories (percent),"Finished goods inventories, end of year ($1,000)",Relative standard error of estimate for EOY finished products inventories (percent),"Work-in-process inventories, end-of-year  ($1,000)",Relative standard error of estimate for EOY work-in-process inventories (percent),"Materials and supplies inventories, end of year ($1,000)","Relative standard error of estimate for EOY materials, supplies, fuels, etc. inventories (percent)","Total inventories, beginning of year ($1,000)","Finished goods inventories, beginning of year ($1,000)","Work-in-process inventories, beginning of year ($1,000)","Materials and supplies inventories, beginning of year ($1,000)","Total capital expenditures (new and used) ($1,000)",Relative standard error of estimate of total capital expenditures (new and used),"Buildings and other structures (new and used) ($1,000)","Capital expenditures on machinery and equipment (new and used) ($1,000)","Capital expenditures on automobiles, trucks, etc. for highway use ($1,000)","Capital expenditures on computers and peripheral data processing equipment ($1,000)","Capital expenditures on all other machinery and equipment ($1,000)"
0100000US,,United States,,3324,"Boiler, tank, & shipping container mfg",,2005,82950,1,62023,4825977,3728648,1097329,1,2482138,129678,14631089,1,13296030,347932,506170,198558,4,480957,4916716,282399,2,,0,10831875,1,25370776,1,23680131,1690645,422397,633705,634543,611519,2854754,1,991104,2,671699,4,1191951,2,2562424,985083,590982,986359,623955,5,67318,556638,15231,23121,518286
0100000US,,United States,,33241,Power boiler and heat exchanger manufacturing,,2006,19745,5,13388,1319907,1056670,263237,4,596109,29091,2320517,5,1877685,92627,246649,47293,40,103556,915967,56262,22,0,0,2577754,4,4773024,4,4171715,601309,116864,,,70244,610937,5,44643,19,372189,6,194104,7,424681,50902,240587,133193,92702,6,15762,76940,4213,7418,65309
0100000US,,United States,,33241,Power boiler and heat exchanger manufacturing,,2005,19247,5,12800,1187788,960174,227614,4,529304,26740,2169361,5,1675992,118677,296855,32966,22,77837,857053,44871,11,0,0,2000257,4,4162819,4,3557465,605354,148214,,,50743,441289,6,51329,16,245397,9,144563,6,417599,55637,234192,127769,82434,8,8636,73798,2907,9088,61804
0100000US,,United States,,332410,Power boiler and heat exchanger manufacturing,,2006,19745,5,13388,1319907,1056670,263237,4,596109,29091,2320517,5,1877685,92627,246649,47293,40,103556,915967,56262,22,0,0,2577754,4,4773024,4,4171715,601309,116864,,,70244,610937,5,44643,19,372189,6,194104,7,424681,50902,240587,133193,92702,6,15762,76940,4213,7418,65309
0100000US,,United States,,332410,Power boiler and heat exchanger manufacturing,,2005,19247,5,12800,1187788,960174,227614,4,529304,26740,2169361,5,1675992,118677,296855,32966,22,77837,857053,44871,11,0,0,2000257,4,4162819,4,3557465,605354,148214,,,50743,441289,6,51329,16,245397,9,144563,6,417599,55637,234192,127769,82434,8,8636,73798,2907,9088,61804
0100000US,,United States,,33242,Metal tank (heavy gauge) manufacturing,,2006,33428,2,25905,1845812,1462882,382930,3,988462,51612,3410416,4,2974670,91563,247368,44194,13,96815,794907,52621,2,,0,3797998,3,7089658,3,6551031,538627,112163,,,20136,989766,4,198300,5,331839,6,459627,4,766616,150844,263763,352008,162705,11,31403,131301,15099,7704,108499
0100000US,,United States,,33242,Metal tank (heavy gauge) manufacturing,,2005,28986,2,21701,1531843,1223301,308542,3,793780,43908,2575277,3,2235330,89530,172554,35866,11,77863,720218,41997,2,,0,3122741,2,5640768,2,5240745,400022,104843,,,26100,766914,3,154154,3,259641,6,353119,3,676702,160970,198799,316933,105562,14,17607,87955,9819,5524,72612
0100000US,,United States,,332420,Metal tank (heavy gauge) manufacturing,,2006,33428,2,25905,1845812,1462882,382930,3,988462,51612,3410416,4,2974670,91563,247368,44194,13,96815,794907,52621,2,,0,3797998,3,7089658,3,6551031,538627,112163,,,20136,989766,4,198300,5,331839,6,459627,4,766616,150844,263763,352008,162705,11,31403,131301,15099,7704,108499
0100000US,,United States,,332420,Metal tank (heavy gauge) manufacturing,,2005,28986,2,21701,1531843,1223301,308542,3,793780,43908,2575277,3,2235330,89530,172554,35866,11,77863,720218,41997,2,,0,3122741,2,5640768,2,5240745,400022,104843,,,26100,766914,3,154154,3,259641,6,353119,3,676702,160970,198799,316933,105562,14,17607,87955,9819,5524,72612
0100000US,,United States,,33243,"Metal can, box, and other metal container (light gauge) mfg",,2006,31237,3,25063,2025599,1508012,517587,2,1125966,53972,10030183,1,9523541,128859,40300,127970,1,337483,3228901,209513,1,0,0,6012256,2,15958482,1,15246487,711994,163027,18018,530949,902086,1638322,1,843609,1,175076,4,619637,2,1604098,779505,157546,667047,350164,9,14834,335331,2916,9875,322540
0100000US,,United States,,33243,"Metal can, box, and other metal container (light gauge) mfg",,2005,34717,2,27522,2106346,1545173,561173,1,1159054,59030,9886450,1,9384708,139725,36761,129726,2,325257,3339445,195531,1,0,0,5708877,1,15567190,1,14881921,685269,169340,19056,496873,534675,1646551,1,785621,2,166661,3,694269,2,1468124,768476,157992,541656,435959,5,41074,394884,2505,8509,383870
0100000US,,United States,,33243M,"Metal can, box, and other metal container (light gauge) mfg",,2006,31237,3,25063,2025599,1508012,517587,2,1125966,53972,10030183,1,9523541,128859,40300,127970,1,337483,3228901,209513,1,0,0,6012256,2,15958482,1,15246487,711994,163027,18018,530949,902086,1638322,1,843609,1,175076,4,619637,2,1604098,779505,157546,667047,350164,9,14834,335331,2916,9875,322540
0100000US,,United States,,33243M,"Metal can, box, and other metal container (light gauge) mfg",,2005,34717,2,27522,2106346,1545173,561173,1,1159054,59030,9886450,1,9384708,139725,36761,129726,2,325257,3339445,195531,1,0,0,5708877,1,15567190,1,14881921,685269,169340,19056,496873,534675,1646551,1,785621,2,166661,3,694269,2,1468124,768476,157992,541656,435959,5,41074,394884,2505,8509,383870
0100000US,,United States,,3325,Hardware mfg,,2006,44890,2,33182,2259724,1765899,493825,2,1037486,66268,4565839,2,3810384,496958,156584,34874,4,101913,1091285,67039,2,,0,5882490,1,10367700,1,9556518,811182,741184,24629,45368,256971,1203047,2,436849,3,289338,3,476861,3,1055730,382053,259975,413702,176035,4,9212,166824,3196,16982,146645
0100000US,,United States,,3325,Hardware mfg,,2005,46613,2,34298,2314874,1798569,516305,2,1067014,69105,4610013,1,3809974,533819,166155,36690,4,100064,1094576,63375,2,,0,5625940,1,10254011,1,9345783,908228,824105,11028,73095,395352,1096135,2,401861,2,262414,3,431861,3,1123668,406878,271925,444865,208944,5,32349,176595,3860,14035,158699
0100000US,,United States,,33251,Hardware manufacturing,,2006,44890,2,33182,2259724,1765899,493825,2,1037486,66268,4565839,2,3810384,496958,156584,34874,4,101913,1091285,67039,2,,0,5882490,1,10367700,1,9556518,811182,741184,24629,45368,256971,1203047,2,436849,3,289338,3,476861,3,1055730,382053,259975,413702,176035,4,9212,166824,3196,16982,146645
0100000US,,United States,,33251,Hardware manufacturing,,2005,46613,2,34298,2314874,1798569,516305,2,1067014,69105,4610013,1,3809974,533819,166155,36690,4,100064,1094576,63375,2,,0,5625940,1,10254011,1,9345783,908228,824105,11028,73095,395352,1096135,2,401861,2,262414,3,431861,3,1123668,406878,271925,444865,208944,5,32349,176595,3860,14035,158699
0100000US,,United States,,332510,Hardware manufacturing,,2006,44890,2,33182,2259724,1765899,493825,2,1037486,66268,4565839,2,3810384,496958,156584,34874,4,101913,1091285,67039,2,,0,5882490,1,10367700,1,9556518,811182,741184,24629,45368,256971,1203047,2,436849,3,289338,3,476861,3,1055730,382053,259975,413702,176035,4,9212,166824,3196,16982,146645
0100000US,,United States,,332510,Hardware manufacturing,,2005,46613,2,34298,2314874,1798569,516305,2,1067014,69105,4610013,1,3809974,533819,166155,36690,4,100064,1094576,63375,2,,0,5625940,1,10254011,1,9345783,908228,824105,11028,73095,395352,1096135,2,401861,2,262414,3,431861,3,1123668,406878,271925,444865,208944,5,32349,176595,3860,14035,158699
0100000US,,United States,,3326,Spring & wire product mfg,,2006,52721,2,41194,2466575,1989551,477024,2,1310307,86618,5210539,2,4153526,707850,181452,66580,8,167711,1653017,101131,2,13207,0,4695987,2,9862992,2,8905587,957405,887281,15639,54486,367120,1263695,2,626209,3,175677,5,461809,3,1164501,587342,174975,402184,294988,8,50148,244840,9215,18375,217250
0100000US,,United States,,3326,Spring & wire product mfg,,2005,54574,2,42178,2442311,1979029,463282,2,1303589,88549,4966301,2,3959236,719374,127995,66393,7,159695,1691870,93302,2,8583,0,4977847,2,9879091,2,8821252,1057839,991047,16342,50450,563805,1211118,3,611610,3,185241,4,414267,5,1090002,561870,173891,354241,224574,5,28878,195696,5906,10930,178860
0100000US,,United States,,33261,Spring and wire product manufacturing,,2006,52721,2,41194,2466575,1989551,477024,2,1310307,86618,5210539,2,4153526,707850,181452,66580,8,167711,1653017,101131,2,13207,0,4695987,2,9862992,2,8905587,957405,887281,15639,54486,367120,1263695,2,626209,3,175677,5,461809,3,1164501,587342,174975,402184,294988,8,50148,244840,9215,18375,217250
0100000US,,United States,,33261,Spring and wire product manufacturing,,2005,54574,2,42178,2442311,1979029,463282,2,1303589,88549,4966301,2,3959236,719374,127995,66393,7,159695,1691870,93302,2,8583,0,4977847,2,9879091,2,8821252,1057839,991047,16342,50450,563805,1211118,3,611610,3,185241,4,414267,5,1090002,561870,173891,354241,224574,5,28878,195696,5906,10930,178860
0100000US,,United States,,33261M,Spring and wire product manufacturing,,2006,52721,2,41194,2466575,1989551,477024,2,1310307,86618,5210539,2,4153526,707850,181452,66580,8,167711,1653017,101131,2,13207,0,4695987,2,9862992,2,8905587,957405,887281,15639,54486,367120,1263695,2,626209,3,175677,5,461809,3,1164501,587342,174975,402184,294988,8,50148,244840,9215,18375,217250
0100000US,,United States,,33261M,Spring and wire product manufacturing,,2005,54574,2,42178,2442311,1979029,463282,2,1303589,88549,4966301,2,3959236,719374,127995,66393,7,159695,1691870,93302,2,8583,0,4977847,2,9879091,2,8821252,1057839,991047,16342,50450,563805,1211118,3,611610,3,185241,4,414267,5,1090002,561870,173891,354241,224574,5,28878,195696,5906,10930,178860
0100000US,,United States,,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",,2006,378039,1,286801,19551917,16142644,3409273,1,10941439,602840,21789568,1,16699408,1289500,2918017,215277,5,882643,10293505,667366,2,,,34738960,1,56194769,1,53293303,2901467,1681670,782904,436892,805943,7218842,2,2558217,4,2788471,2,1872153,3,6639093,2398685,2572339,1668069,2278472,4,152159,2126312,77149,136092,1913072
0100000US,,United States,,3327,"Machine shops, turned product, & screw, nut, & bolt mfg",,2005,364494,1,275373,17864584,14951840,2912744,1,10163044,582033,19770112,1,15155386,1221813,2620576,182360,3,772337,10268974,589978,1,,,31820169,1,50996936,1,48226074,2770862,1649943,751786,369133,974604,6777518,2,2463967,3,2627563,2,1685989,3,5911688,2204812,2251467,1455409,2193417,3,194611,1998806,68788,111503,1818515
0100000US,,United States,,33271,Machine shops,,2006,262711,1,197644,13237642,11039535,2198107,2,7504435,410683,13527308,2,10516630,731910,1728230,131164,8,550537,6653348,419373,2,4516,,22566866,2,35915651,1,33979329,1936323,1025117,661639,249567,421297,4238170,3,1257806,5,1888232,3,1092132,5,3900105,1209989,1727116,963001,1476107,5,100923,1375184,57379,89043,1228762
0100000US,,United States,,33271,Machine shops,,2005,250033,1,187472,11949708,10130749,1818959,1,6901464,390136,12090150,2,9343346,749753,1526501,101582,5,470551,6556537,368969,2,5162,,20478059,1,32187297,1,30295105,1892192,1026977,633942,231273,481643,3926478,3,1183450,5,1777244,3,965785,5,3372205,1035265,1514104,822835,1424513,4,126104,1298410,50911,72881,1174618
0100000US,,United States,,332710,Machine shops,,2006,262711,1,197644,13237642,11039535,2198107,2,7504435,410683,13527308,2,10516630,731910,1728230,131164,8,550537,6653348,419373,2,4516,,22566866,2,35915651,1,33979329,1936323,1025117,661639,249567,421297,4238170,3,1257806,5,1888232,3,1092132,5,3900105,1209989,1727116,963001,1476107,5,100923,1375184,57379,89043,1228762
0100000US,,United States,,332710,Machine shops,,2005,250033,1,187472,11949708,10130749,1818959,1,6901464,390136,12090150,2,9343346,749753,1526501,101582,5,470551,6556537,368969,2,5162,,20478059,1,32187297,1,30295105,1892192,1026977,633942,231273,481643,3926478,3,1183450,5,1777244,3,965785,5,3372205,1035265,1514104,822835,1424513,4,126104,1298410,50911,72881,1174618
0100000US,,United States,,33272,"Turned product and screw, nut, and bolt manufacturing",,2006,115328,1,89157,6314276,5103110,1211166,2,3437005,192157,8262260,2,6182778,557591,1189787,84113,3,332105,3640156,247993,1,,,12172094,2,20279118,1,19313974,965144,656553,121265,187325,384646,2980672,3,1300411,5,900240,2,780021,3,2738988,1188696,845224,705069,802364,4,51236,751129,19769,47050,684310
0100000US,,United States,,33272,"Turned product and screw, nut, and bolt manufacturing",,2005,114460,1,87900,5914875,4821091,1093784,1,3261580,191897,7679961,2,5812041,472060,1094075,80777,4,301786,3712437,221009,1,,0,11342109,1,18809639,1,17930969,878670,622966,117844,137861,492962,2851040,3,1280517,4,850319,2,720204,3,2539483,1169547,737363,632574,768904,5,68507,700396,17877,38622,643898
0100000US,,United States,,332721,Precision turned product manufacturing,,2006,73802,2,58237,3870781,3181040,689741,2,2199275,128390,4059429,2,3203490,114987,568041,32874,7,172912,2198451,140038,2,126,,6765283,2,10765413,2,10342733,422680,149829,119871,152980,219221,1400517,3,517111,5,491303,2,392103,4,1284655,468363,456371,359921,573055,6,32796,540259,13742,31946,494571
0100000US,,United States,,332721,Precision turned product manufacturing,,2005,74517,2,58806,3650852,3052586,598266,2,2147225,129442,3796479,2,2993200,115543,529627,31145,7,158109,2227159,126965,2,178,0,6381552,2,10099691,2,9734318,365373,150952,111144,103276,260087,1369425,3,540126,7,460244,2,369055,4,1219460,485392,412258,321811,553420,6,36007,517413,13041,27373,476999
0100000US,,United States,,332722,"Bolt, nut, screw, rivet, and washer manufacturing",,2006,41526,2,30919,2443495,1922070,521425,2,1237729,63767,4202831,3,2979288,442604,621745,51239,2,159193,1441706,107955,2,,0,5406811,2,9513705,2,8971241,542463,506724,,34345,165424,1580156,5,783300,8,408937,4,387918,5,1454333,720333,388852,345148,229310,3,18440,210870,6028,15104,189738
0100000US,,United States,,332722,"Bolt, nut, screw, rivet, and washer manufacturing",,2005,39944,2,29094,2264022,1768504,495518,2,1114355,62455,3883482,2,2818841,356516,564448,49632,4,143677,1485278,94044,1,,0,4960557,2,8709948,2,8196651,513297,472013,6700,34584,232874,1481616,4,740391,5,390075,4,351149,3,1320023,684155,325105,310763,215484,3,32500,182984,4836,11249,166899
0100000US,,United States,,3328,"Coating, engraving, heat treating, & allied activities",,2006,127654,2,98902,6083553,4978649,1104904,2,3355010,205574,10489174,1,9020034,104324,382977,523435,3,981839,7700705,458403,2,27215,,13914027,2,24279830,1,23722394,557435,123518,302452,131465,869108,2302288,3,850385,2,426193,6,1025710,3,2079819,765904,379814,934101,580684,5,41377,539306,22353,28743,488211
0100000US,,United States,,3328,"Coating, engraving, heat treating, & allied activities",,2005,127267,2,98047,5829638,4807963,1021675,1,3233347,207371,9807910,1,8390201,129524,369430,491009,2,918756,7901999,427747,1,29588,,13047109,1,22739195,1,22214391,524804,161640,242774,120390,792552,2071094,3,770714,2,380650,6,919730,3,1844610,701933,326117,816559,503600,5,53400,450200,19298,29741,401161
0100000US,,United States,,33281,"Coating, engraving, heat treating, and allied activities",,2006,127654,2,98902,6083553,4978649,1104904,2,3355010,205574,10489174,1,9020034,104324,382977,523435,3,981839,7700705,458403,2,27215,,13914027,2,24279830,1,23722394,557435,123518,302452,131465,869108,2302288,3,850385,2,426193,6,1025710,3,2079819,765904,379814,934101,580684,5,41377,539306,22353,28743,488211
0100000US,,United States,,33281,"Coating, engraving, heat treating, and allied activities",,2005,127267,2,98047,5829638,4807963,1021675,1,3233347,207371,9807910,1,8390201,129524,369430,491009,2,918756,7901999,427747,1,29588,,13047109,1,22739195,1,22214391,524804,161640,242774,120390,792552,2071094,3,770714,2,380650,6,919730,3,1844610,701933,326117,816559,503600,5,53400,450200,19298,29741,401161
0100000US,,United States,,33281M,"Coating, engraving, heat treating, and allied activities",,2006,127654,2,98902,6083553,4978649,1104904,2,3355010,205574,10489174,1,9020034,104324,382977,523435,3,981839,7700705,458403,2,27215,,13914027,2,24279830,1,23722394,557435,123518,302452,131465,869108,2302288,3,850385,2,426193,6,1025710,3,2079819,765904,379814,934101,580684,5,41377,539306,22353,28743,488211
0100000US,,United States,,33281M,"Coating, engraving, heat treating, and allied activities",,2005,127267,2,98047,5829638,4807963,1021675,1,3233347,207371,9807910,1,8390201,129524,369430,491009,2,918756,7901999,427747,1,29588,,13047109,1,22739195,1,22214391,524804,161640,242774,120390,792552,2071094,3,770714,2,380650,6,919730,3,1844610,701933,326117,816559,503600,5,53400,450200,19298,29741,401161
0100000US,,United States,,3329,Other fabricated metal product mfg,,2006,261950,1,190867,14890639,11655125,3235514,1,7046798,398733,27564360,1,23402931,2003435,1312855,270616,3,845139,9257824,574523,2,,4729,37098038,1,63652851,1,59388108,4264743,2686195,1189338,389210,2759484,9554277,1,3507175,2,2632395,2,3414707,1,8463720,3094714,2265050,3103957,1512935,2,211943,1300992,34327,93746,1172919
0100000US,,United States,,3329,Other fabricated metal product mfg,,2005,258825,1,186299,14330931,11144608,3186323,1,6767422,387168,23939551,1,20222386,1770418,1156660,261955,3,790087,9303419,528132,2,,2416,33556108,1,57049958,1,53224879,3825079,2350856,1038804,435419,2270387,8495219,1,3140682,2,2286849,1,3067688,1,8018232,3031296,2180275,2806662,1315127,3,178887,1136240,29536,74771,1031932
0100000US,,United States,,33291,Metal valve manufacturing,,2006,97590,1,67447,5843761,4544222,1299539,1,2548329,141308,11969708,1,10176179,1086442,422867,69183,5,284220,3333384,215037,2,,0,15594755,2,27086273,1,25368998,1717275,1494524,,215045,1176088,4551613,2,1847281,3,1141653,2,1562679,2,3882712,1642581,900779,1339352,557041,4,66538,490503,11410,36841,442252
0100000US,,United States,,33291,Metal valve manufacturing,,2005,98926,1,68730,5805028,4418872,1386156,1,2534450,145551,10290752,1,8669524,1001985,353489,67278,5,265753,3454464,198475,2,0,0,14056538,1,24166474,1,22508335,1658139,1337337,20260,300541,1003405,3918978,1,1658415,2,905612,2,1354951,2,3650977,1559958,855868,1235151,497759,4,71854,425905,9385,36943,379578
0100000US,,United States,,332913,Plumbing fixture fitting and trim manufacturing,,2006,10146,7,7222,574153,443987,130166,11,240824,14861,2164702,5,1864587,238787,34666,9321,7,26663,235282,17343,14,,0,2072236,6,4161304,5,3789449,371855,310031,1630,60194,370791,508247,9,220958,14,106139,19,181151,8,389785,161771,88131,139882,50965,22,466,50500,1234,4397,44869
0100000US,,United States,,332913,Plumbing fixture fitting and trim manufacturing,,2005,11137,6,7968,603751,468087,135664,10,261062,16368,1881790,4,1595381,239727,19637,10160,5,27046,277531,16886,14,0,0,1600316,5,3481432,4,3141048,340384,293861,5812,40712,225674,414469,9,174470,17,92951,9,147048,12,417916,165593,99595,152728,54892,8,8949,45942,526,6037,39380
0100000US,,United States,,33291N,Valve and fitting (except plumbing) manufacturing,,2006,87445,1,60225,5269608,4100235,1169373,1,2307505,126448,9805005,1,8311592,847656,388201,59862,6,257556,3098102,197694,2,0,0,13522519,2,22924969,1,21579549,1345420,1184493,,154852,805297,4043366,1,1626323,3,1035515,1,1381528,3,3492927,1480810,812647,1199470,506076,3,66073,440003,10176,32444,397383
0100000US,,United States,,33291N,Valve and fitting (except plumbing) manufacturing,,2005,87789,1,60762,5201278,3950786,1250492,1,2273388,129183,8408962,1,7074143,762259,333853,57118,5,238707,3176933,181589,1,0,0,12456222,1,20685041,1,19367287,1317754,1043477,14448,259830,777731,3504509,1,1483945,1,812661,2,1207903,2,3233062,1394365,756273,1082423,442868,5,62905,379963,8860,30906,340198
0100000US,,United States,,33299,All other fabricated metal product manufacturing,,2006,164359,2,123420,9046878,7110903,1935975,1,4498469,257425,15594652,2,13226752,916993,889989,201433,4,560919,5924441,359485,2,,4729,21503283,2,36566578,1,34019111,2547468,1191670,1181633,174165,1583396,5002663,2,1659894,2,1490742,4,1852028,2,4581009,1452133,1364271,1764604,955893,3,145405,810489,22918,56905,730667
0100000US,,United States,,33299,All other fabricated metal product manufacturing,,2005,159899,1,117569,8525904,6725736,1800168,1,4232972,241617,13648799,1,11552861,768432,803171,194677,4,524335,5848954,329658,2,,2416,19499570,2,32883485,1,30716544,2166940,1013519,1018544,134878,1266981,4576241,2,1482267,3,1381237,2,1712738,2,4367255,1471338,1324407,1571510,817368,4,107033,710334,20151,37829,652355
0100000US,,United States,,332991,Ball and roller bearing manufacturing,,2006,25910,3,20987,1597796,1178357,419439,3,844201,43660,2446136,3,2149800,46223,107879,45734,7,142234,1774507,96500,2,0,0,4494409,2,6817909,2,6723030,94879,83868,,,741434,1049180,2,408389,3,337619,3,303171,3,905036,295256,326381,283400,251749,5,20700,231049,1413,5533,224104
